"Date","WTi","Brent","Dubai"
"2017-08-16","46.78","50.27","49.53"
"2017-08-15","47.55","50.8","49.26"
"2017-08-14","47.59","50.73","50.36"
"2017-08-11","48.82","52.1","49.86"
"2017-08-10","48.59","51.9","51.62"
"2017-08-09","49.56","52.7","51.24"
"2017-08-08","49.17","52.14","51.24"
"2017-08-07","49.39","52.37","50.8"
"2017-08-04","49.58","52.42","50.36"
"2017-08-03","49.03","52.01","50.83"
"2017-08-02","49.59","52.36","50.29"
"2017-08-01","49.16","51.78","51.22"
"2017-07-31","50.17","52.65","50.38"
"2017-07-28","49.71","52.52","49.72"
"2017-07-27","49.04","51.49","49.35"
"2017-07-26","48.75","50.97","49.05"
"2017-07-25","47.89","50.2","47.3"
"2017-07-24","46.34","48.6","46.51"
"2017-07-21","45.77","48.06","48.17"
"2017-07-20","46.79","49.3","48.33"
"2017-07-19","47.12","49.7","47.41"
"2017-07-18","46.4","48.84","47.2"
"2017-07-17","46.02","48.42","47.65"
"2017-07-14","46.54","48.91","46.99"
"2017-07-13","46.08","48.42","46.1"
"2017-07-12","45.49","47.74","46.82"
"2017-07-11","45.04","47.52","45.27"
"2017-07-10","44.4","46.88","45.24"
"2017-07-07","44.23","46.71","46.05"
"2017-07-06","45.52","48.11","47.07"
"2017-07-05","45.13","47.79","48.34"
"2017-07-04","47.07","49.61","48.43"
"2017-07-03","47.07","49.68","47.62"
"2017-06-30","46.04","47.92","46.47"
"2017-06-29","44.93","47.42","46.36"
"2017-06-28","44.74","47.31","45.3"
"2017-06-27","44.24","46.65","45.03"
"2017-06-26","43.38","45.83","44.17"
"2017-06-23","43.01","45.54","44.17"
"2017-06-22","42.74","45.22","43.5"
"2017-06-21","42.53","44.82","44.32"
"2017-06-20","43.23","46.02","45.62"
"2017-06-19","44.2","46.91","45.68"
"2017-06-16","44.74","47.37","45.88"
"2017-06-15","44.46","46.92","45.37"
"2017-06-14","44.73","47","46.84"
"2017-06-13","46.46","48.72","47.3"
"2017-06-12","46.08","48.29","47.02"
"2017-06-09","45.83","48.15","46.46"
"2017-06-08","45.64","47.86","47.07"
"2017-06-07","45.72","48.06","48.42"
"2017-06-06","48.19","50.12","47.89"
"2017-06-05","47.4","49.47","48.34"
"2017-06-02","47.66","49.95","48.34"
"2017-06-01","48.36","50.63","50.16"
"2017-05-31","48.32","50.31","50.09"
"2017-05-30","49.66","51.84","50.48"
"2017-05-26","49.8","52.15","50.42"
"2017-05-25","48.9","51.46","52.78"
"2017-05-24","51.36","53.96","53.1"
"2017-05-23","51.47","54.15","52.31"
"2017-05-22","50.73","53.87","52.79"
"2017-05-19","50.33","53.61","51.96"
"2017-05-18","49.35","52.51","51"
"2017-05-17","49.07","52.21","50.42"
"2017-05-16","48.66","51.65","51.09"
"2017-05-15","48.85","51.82","50.82"
"2017-05-12","47.84","50.84","49.46"
"2017-05-11","47.83","50.77","49.64"
"2017-05-10","47.33","50.22","48.38"
"2017-05-09","45.88","48.73","48.38"
"2017-05-08","46.43","49.34","47.97"
"2017-05-05","46.22","49.1","47.97"
"2017-05-04","45.52","48.38","49.68"
"2017-05-03","47.82","50.79","49.68"
"2017-05-02","47.66","50.46","50.16"
"2017-05-01","48.84","51.52","50.16"
"2017-04-28","49.33","51.73","50.16"
"2017-04-27","48.97","51.44","50.02"
"2017-04-26","49.62","51.82","50.57"
"2017-04-25","49.56","52.1","50.13"
"2017-04-24","49.23","51.6","50.94"
"2017-04-21","49.62","51.96","51.36"
"2017-04-20","50.27","52.99","51.46"
"2017-04-19","50.44","52.93","53.04"
"2017-04-18","52.41","54.89","53.12"
"2017-04-17","52.65","55.36","53.49"
"2017-04-13","53.18","55.89","54.16"
"2017-04-12","53.11","55.86","54.61"
"2017-04-11","53.4","56.23","54.33"
"2017-04-10","53.08","55.98","53.88"
"2017-04-07","52.24","55.24","53.94"
"2017-04-06","51.7","54.89","52.64"
"2017-04-05","51.15","54.36","52.99"
"2017-04-04","51.03","54.17","51.1"
"2017-04-03","50.24","53.12","51.67"
"2017-03-31","50.6","52.83","50.78"
"2017-03-30","50.35","52.96","50.71"
"2017-03-29","49.51","52.42","50.14"
"2017-03-28","48.37","51.33","49.23"
"2017-03-27","47.73","50.75","48.84"
"2017-03-24","47.97","50.8","48.97"
"2017-03-23","47.7","50.56","49.17"
"2017-03-22","48.04","50.64","49.02"
"2017-03-21","47.34","50.96","50.42"
"2017-03-20","48.22","51.62","50.05"
"2017-03-17","48.78","51.76","50.13"
"2017-03-16","48.75","51.74","50.64"
"2017-03-15","48.86","51.81","50.01"
"2017-03-14","47.72","50.92","49.82"
"2017-03-13","48.4","51.35","50.04"
"2017-03-10","48.49","51.37","51.16"
"2017-03-09","49.28","52.19","52.52"
"2017-03-08","50.28","53.11","54.02"
"2017-03-07","53.14","55.92","54.44"
"2017-03-06","53.2","56.01","53.85"
"2017-03-03","53.33","55.9","53.68"
"2017-03-02","52.61","55.08","53.86"
"2017-03-01","53.83","56.36","54.94"
"2017-02-28","54.01","55.59","54.44"
"2017-02-27","54.05","55.93","55.18"
"2017-02-24","53.99","55.99","54.7"
"2017-02-23","54.45","56.58","54.75"
"2017-02-22","53.59","55.84","54.68"
"2017-02-21","54.06","56.66","54.64"
"2017-02-20","53.4","56.18","54.46"
"2017-02-17","53.4","55.81","54.06"
"2017-02-16","53.36","55.65","53.95"
"2017-02-15","53.11","54.13","55.75"
"2017-02-14","53.2","54.26","55.97"
"2017-02-13","52.93","55.59","54.76"
"2017-02-10","53.86","56.7","53.78"
"2017-02-09","53","55.63","53.79"
"2017-02-08","52.34","55.12","53.35"
"2017-02-07","52.17","55.05","54.17"
"2017-02-06","53.01","55.72","55.31"
"2017-02-03","53.83","56.81","55.45"
"2017-02-02","53.54","56.56","54.94"
"2017-02-01","53.88","56.8","53.22"
"2017-01-31","52.81","55.7","53.23"
"2017-01-30","52.63","55.23","54.49"
"2017-01-27","53.17","55.52","54.49"
"2017-01-26","53.78","56.24","53.86"
"2017-01-25","52.75","55.08","53.47"
"2017-01-24","53.18","55.44","53.98"
"2017-01-23","52.75","55.23","53.52"
"2017-01-20","52.42","55.49","52.91"
"2017-01-19","51.37","54.16","53.03"
"2017-01-18","51.08","53.92","53.84"
"2017-01-17","52.48","55.47","53.88"
"2017-01-16","52.37","55.86","53.29"
"2017-01-13","52.37","55.45","54.3"
"2017-01-12","53.01","56.01","53.45"
"2017-01-11","52.25","55.1","52.22"
"2017-01-10","50.82","53.64","53.14"
"2017-01-09","51.96","54.94","54.35"
"2017-01-06","53.99","57.1","54.25"
"2017-01-05","53.76","56.89","54.28"
"2017-01-04","53.26","56.46","53.99"
"2017-01-03","52.33","55.47","54.65"
"2016-12-30","53.72","56.82","53.83"
"2016-12-29","53.77","56.14","53.9"
"2016-12-28","54.06","56.22","53.73"
"2016-12-27","53.9","56.09","52.72"
"2016-12-23","53.02","55.16","52.21"
"2016-12-22","52.95","55.05","51.78"
"2016-12-21","52.49","54.46","52.87"
"2016-12-20","52.23","55.35","52.09"
"2016-12-19","52.12","54.92","52.86"
"2016-12-16","51.9","55.21","51.69"
"2016-12-15","50.9","54.02","51.65"
"2016-12-14","51.04","53.9","52.69"
"2016-12-13","52.98","55.72","52.85"
"2016-12-12","52.83","55.69","54.18"
"2016-12-09","51.5","54.33","51.32"
"2016-12-08","50.84","53.89","50.3"
"2016-12-07","49.77","53","50.35"
"2016-12-06","50.93","53.93","51.65"
"2016-12-05","51.79","54.94","51.64"
"2016-12-02","51.68","54.46","50.39"
"2016-12-01","51.06","53.94","49.02"
"2016-11-30","49.44","50.47","44.12"
"2016-11-29","45.23","46.38","44.65"
"2016-11-29","45.23","46.38","44.65"
"2016-11-28","47.08","48.24","43.76"
"2016-11-25","46.06","47.24","45.97"
"2016-11-24","47.96","49","45.67"
"2016-11-23","47.96","48.95","46.07"
"2016-11-22","48.03","49.12","46.08"
"2016-11-21","47.49","48.9","44.47"
"2016-11-18","45.69","46.86","42.8"
"2016-11-17","45.42","46.49","43.47"
"2016-11-16","45.57","46.63","43.45"
"2016-11-15","45.81","46.95","41.97"
"2016-11-14","43.32","44.43","41.95"
"2016-11-11","43.41","44.75","43.7"
"2016-11-10","44.66","45.84","43.67"
"2016-11-09","45.27","46.36","42.57"
"2016-11-08","44.98","46.04","42.87"
"2016-11-07","44.89","46.15","42.69"
"2016-11-04","44.07","45.58","42.84"
"2016-11-03","44.66","46.35","43.52"
"2016-11-02","45.34","46.86","44.08"
"2016-11-01","46.67","48.14","45.42"
"2016-10-31","46.86","48.3","47.44"
"2016-10-28","48.7","49.71","48.4"
"2016-10-27","49.72","50.47","48.16"
"2016-10-26","49.18","49.98","47.91"
"2016-10-25","49.96","50.79","49.2"
"2016-10-24","50.52","51.46","49.48"
"2016-10-21","50.85","51.78","48.82"
"2016-10-20","50.43","51.38","49.66"
"2016-10-19","51.6","52.67","49.67"
"2016-10-18","50.29","51.68","49.23"
"2016-10-17","49.94","51.52","49.12"
"2016-10-14","50.35","51.95","49.88"
"2016-10-13","50.44","52.03","49.07"
"2016-10-12","50.18","51.81","50.03"
"2016-10-11","50.79","52.41","50.01"
"2016-10-10","51.35","53.14","48.9"
"2016-10-07","49.81","51.93","50.07"
"2016-10-06","50.44","52.51","48.77"
"2016-10-05","49.83","51.86","48.83"
"2016-10-04","48.69","50.87","47.83"
"2016-10-03","48.81","50.89","47.87"
"2016-09-30","48.24","49.06","45.11"
"2016-09-29","47.83","49.24","44.65"
"2016-09-28","47.05","48.69","43.38"
"2016-09-27","44.67","45.97","43.13"
"2016-09-26","45.93","47.35","42.15"
"2016-09-23","44.48","45.89","43.39"
"2016-09-22","46.32","47.65","43.58"
"2016-09-21","45.34","46.83","43.08"
"2016-09-20","43.44","45.88","41.99"
"2016-09-19","43.3","45.95","42.43"
"2016-09-16","43.03","45.77","42.34"
"2016-09-15","43.91","46.59","42.04"
"2016-09-14","43.58","45.85","43.57"
"2016-09-13","44.9","47.1","43.69"
"2016-09-12","46.29","48.32","45.45"
"2016-09-09","45.88","48.01","45.45"
"2016-09-08","47.62","49.99","44.83"
"2016-09-07","45.5","47.98","43.67"
"2016-09-06","44.83","47.26","43.4"
"2016-09-05","44.44","47.63","44.28"
"2016-09-02","44.44","46.83","41.71"
"2016-09-01","43.16","45.45","42.98"
"2016-08-31","44.7","47.04","44.79"
"2016-08-30","46.35","48.37","46.16"
"2016-08-29","46.98","49.26","45.82"
"2016-08-26","47.64","49.92","44.62"
"2016-08-25","47.33","49.67","45.59"
"2016-08-24","46.77","49.05","45.96"
"2016-08-23","48.1","49.96","45.38"
"2016-08-22","47.05","49.16","46.85"
"2016-08-19","48.52","50.88","47.26"
"2016-08-18","48.22","50.89","46.65"
"2016-08-17","46.79","49.85","45.85"
"2016-08-16","46.58","49.23","45.74"
"2016-08-15","45.74","48.35","44.43"
"2016-08-12","44.49","46.97","42.89"
"2016-08-11","43.49","46.04","40.49"
"2016-08-10","41.71","44.05","41.34"
"2016-08-09","42.77","44.98","41.59"
"2016-08-08","43.02","45.39","41.59"
"2016-08-05","41.8","44.27","41.22"
"2016-08-04","41.93","44.29","39.99"
"2016-08-03","40.83","43.1","38.54"
"2016-08-02","39.51","41.8","38.85"
"2016-08-01","40.06","42.14","40.04"
"2016-07-29","41.6","42.46","38.64"
"2016-07-28","41.14","42.7","39.88"
"2016-07-27","41.92","43.47","40.59"
"2016-07-26","42.92","44.87","40.37"
"2016-07-25","43.13","44.72","41.38"
"2016-07-22","44.19","45.69","41.63"
"2016-07-21","44.75","46.2","42.73"
"2016-07-20","44.94","47.17","42.24"
"2016-07-19","44.65","46.66","42.21"
"2016-07-18","45.24","46.96","43.38"
"2016-07-15","45.95","47.61","42.59"
"2016-07-14","45.68","47.37","42.31"
"2016-07-13","44.75","46.26","43.41"
"2016-07-12","46.8","48.47","42.58"
"2016-07-11","44.76","46.25","41.97"
"2016-07-08","45.41","46.76","42.5"
"2016-07-07","45.14","46.4","44.99"
"2016-07-06","47.43","48.8","45.01"
"2016-07-05","46.6","47.96","45.01"
"2016-07-04","48.99","50.1","46.97"
"2016-07-01","48.99","50.35","45.19"
"2016-06-30","48.33","49.68","46.46"
"2016-06-29","49.88","50.61","45.73"
"2016-06-28","47.85","48.58","44.55"
"2016-06-27","46.33","47.16","45.11"
"2016-06-24","47.64","48.41","45.47"
"2016-06-23","50.11","50.91","46.48"
"2016-06-22","49.13","49.88","47.12"
"2016-06-21","48.85","50.62","46.4"
"2016-06-20","49.37","50.65","46.53"
"2016-06-17","47.98","49.17","44.48"
"2016-06-16","46.21","47.19","44.93"
"2016-06-15","48.01","48.97","46.09"
"2016-06-14","48.49","49.83","46.3"
"2016-06-13","48.88","50.35","47.06"
"2016-06-10","49.07","50.54","48.23"
"2016-06-09","50.56","51.95","48.98"
"2016-06-08","51.23","52.51","47.99"
"2016-06-07","50.36","51.44","46.82"
"2016-06-06","49.69","50.55","45.91"
"2016-06-02","49.17","50.04","46.17"
"2016-06-01","49.01","49.72","45.44"
"2016-05-31","49.1","49.69","45.9"
"2016-05-30","49.33","49.76","45.54"
"2016-05-27","49.33","49.32","45.31"
"2016-05-26","49.48","49.59","45.74"
"2016-05-25","49.56","49.74","45.27"
"2016-05-24","48.62","48.61","44.55"
"2016-05-23","48.08","48.35","44.87"
"2016-05-20","47.75","48.72","45.65"
"2016-05-19","48.16","48.81","44.75"
"2016-05-18","48.19","48.93","45.76"
"2016-05-17","48.31","49.28","45.68"
"2016-05-16","47.72","48.97","45.35"
"2016-05-13","46.21","47.83","44.39"
"2016-05-12","46.7","48.08","44.65"
"2016-05-11","46.23","47.6","42.18"
"2016-05-10","44.66","45.52","41.23"
"2016-05-09","43.44","43.63","42.84"
"2016-05-06","44.66","45.37","42.2"
"2016-05-05","44.32","45.01","42.45"
"2016-05-04","43.78","44.62","42.05"
"2016-05-03","43.65","44.97","43.03"
"2016-05-02","44.78","45.83","44.26"
"2016-04-29","45.92","48.13","44.26"
"2016-04-28","46.03","48.14","43.22"
"2016-04-27","45.33","47.18","42.59"
"2016-04-26","44.04","45.74","40.83"
"2016-04-25","42.64","44.48","40.86"
"2016-04-22","43.73","45.11","41.01"
"2016-04-21","43.18","44.53","41.7"
"2016-04-20","42.63","45.8","39.03"
"2016-04-19","41.08","44.03","39.17"
"2016-04-18","39.78","42.91","37.73"
"2016-04-15","40.36","43.1","39.37"
"2016-04-14","41.5","43.84","39.66"
"2016-04-13","41.76","44.18","40.11"
"2016-04-12","42.17","44.69","38.67"
"2016-04-11","40.36","42.83","37.79"
"2016-04-08","39.72","41.94","36.71"
"2016-04-07","37.26","39.43","36.48"
"2016-04-06","37.75","39.84","34.69"
"2016-04-05","35.89","37.87","33.83"
"2016-04-04","35.7","37.69","34.84"
"2016-04-01","36.79","38.67","36.22"
"2016-03-31","38.34","39.6","35.05"
"2016-03-30","38.32","39.26","35.45"
"2016-03-29","38.28","39.14","36.17"
"2016-03-28","39.39","40.27","36.31"
"2016-03-24","39.46","40.44","36.04"
"2016-03-23","39.79","40.47","37.14"
"2016-03-22","41.45","41.79","37.43"
"2016-03-21","41.52","41.54","37.14"
"2016-03-18","39.44","41.2","37.42"
"2016-03-17","40.2","41.54","36.67"
"2016-03-16","38.46","40.33","34.8"
"2016-03-15","36.34","38.74","34.66"
"2016-03-14","37.18","39.53","35.69"
"2016-03-11","38.5","40.39","36.37"
"2016-03-10","37.84","40.05","36.26"
"2016-03-09","38.29","41.07","35.03"
"2016-03-08","36.5","39.65","35.56"
"2016-03-07","37.9","40.84","34.39"
"2016-03-04","35.92","38.72","32.17"
"2016-03-03","34.57","37.07","32.04"
"2016-03-02","34.66","36.93","31.95"
"2016-03-01","34.4","36.81","31.65"
"2016-02-29","33.75","36.57","29.99"
"2016-02-26","32.78","35.1","30.43"
"2016-02-25","33.07","35.29","29.46"
"2016-02-24","32.15","34.41","28.57"
"2016-02-23","31.87","33.27","29.69"
"2016-02-22","33.39","34.69","29.33"
"2016-02-19","29.64","33.01","30.07"
"2016-02-18","30.77","34.28","30.25"
"2016-02-17","30.66","34.5","28.31"
"2016-02-16","29.04","32.18","30.66"
"2016-02-15","29.44","33.39","29.22"
"2016-02-12","29.44","33.36","26.86"
"2016-02-11","26.21","30.06","26.08"
"2016-02-10","27.45","30.84","26.2"
"2016-02-09","27.94","30.32","29.22"
"2016-02-08","29.69","32.88","29.22"
"2016-02-05","30.89","34.06","29.22"
"2016-02-04","31.72","34.46","29.51"
"2016-02-03","32.28","35.04","27.52"
"2016-02-02","29.88","32.72","28.08"
"2016-02-01","31.62","34.24","29.01"
"2016-01-29","33.62","34.74","28.37"
"2016-01-28","33.22","33.89","27.08"
"2016-01-27","32.3","33.1","26.11"
"2016-01-26","31.45","31.8","24.84"
"2016-01-25","30.34","30.5","26.1"
"2016-01-22","32.19","32.18","23.88"
"2016-01-21","29.53","29.25","22.83"
"2016-01-20","26.55","27.88","23.36"
"2016-01-19","28.46","28.76","24.72"
"2016-01-18","29.42","28.55","24.65"
"2016-01-15","29.42","28.94","26.22"
"2016-01-14","31.2","31.03","26.04"
"2016-01-13","30.48","30.31","26.49"
"2016-01-12","30.44","30.86","26.44"
"2016-01-11","31.41","31.55","28.07"
"2016-01-08","33.16","33.55","29.11"
"2016-01-07","33.27","33.75","27.96"
"2016-01-06","33.97","34.23","30.76"
"2016-01-05","35.97","36.42","31.66"
"2016-01-04","36.76","37.22","32.54"
"2015-12-31","37.04","37.28","32.19"
"2015-12-30","36.6","36.46","32.74"
"2015-12-29","37.87","37.79","32.11"
"2015-12-28","36.81","36.62","32.61"
"2015-12-24","38.1","37.89","32.83"
"2015-12-23","37.5","37.36","31.82"
"2015-12-22","36.14","36.11","32"
"2015-12-21","34.74","36.35","31.98"
"2015-12-18","34.73","36.88","32.98"
"2015-12-17","34.95","37.06","32.86"
"2015-12-16","35.52","37.19","34.24"
"2015-12-15","37.35","38.45","33.82"
"2015-12-14","36.31","37.92","34.64"
"2015-12-11","35.62","37.93","36.2"
"2015-12-10","36.76","39.73","36.51"
"2015-12-09","37.16","40.11","36.49"
"2015-12-08","37.51","40.26","36.91"
"2015-12-07","37.65","40.73","38.35"
"2015-12-04","39.97","43","39.11"
"2015-12-03","41.08","43.84","38.29"
"2015-12-02","39.94","42.49","39.75"
"2015-12-01","41.85","44.44","39.8"
"2015-11-30","41.65","44.61","39.87"
"2015-11-27","41.71","44.86","40.37"
"2015-11-26","43.04","45.46","40.94"
"2015-11-25","43.04","46.17","41.4"
"2015-11-24","42.87","46.12","40.7"
"2015-11-23","41.75","44.83","39.57"
"2015-11-20","40.39","44.66","40.07"
"2015-11-19","40.54","44.18","40.13"
"2015-11-18","40.75","44.14","39.64"
"2015-11-17","40.67","43.57","40.39"
"2015-11-16","41.74","44.56","40.35"
"2015-11-13","40.74","43.61","40.77"
"2015-11-12","41.75","44.06","41.68"
"2015-11-11","42.93","45.81","42.59"
"2015-11-10","44.21","47.44","42.88"
"2015-11-09","43.87","47.19","42.88"
"2015-11-06","44.29","47.42","43.16"
"2015-11-05","45.2","47.98","43.7"
"2015-11-04","46.32","48.58","45.45"
"2015-11-03","47.9","50.54","43.89"
"2015-11-02","46.14","48.79","44.55"
"2015-10-30","46.59","49.56","43.94"
"2015-10-29","46.06","48.8","44.45"
"2015-10-28","45.94","49.05","43.11"
"2015-10-27","43.2","46.81","43.01"
"2015-10-26","43.98","47.54","43.48"
"2015-10-23","44.6","47.99","43.9"
"2015-10-22","45.38","48.08","43.71"
"2015-10-21","45.2","47.85","44.43"
"2015-10-20","45.55","48.71","44.61"
"2015-10-19","45.89","48.61","46.22"
"2015-10-16","50.46","47.26","46.58"
"2015-10-15","46.38","48.71","46.44"
"2015-10-14","46.64","49.15","46.52"
"2015-10-13","46.66","49.24","47.08"
"2015-10-12","47.1","49.86","49.61"
"2015-10-09","49.63","52.65","49.99"
"2015-10-08","49.43","53.05","48.41"
"2015-10-07","47.81","51.33","48.97"
"2015-10-06","48.53","51.92","46.48"
"2015-10-05","46.26","49.25","45.91"
"2015-10-02","45.34","48.13","45.38"
"2015-10-01","44.74","47.69","45.92"
"2015-09-30","45.09","48.37","44.31"
"2015-09-29","45.23","48.23","43.95"
"2015-09-28","44.43","47.34","45.01"
"2015-09-25","45.7","48.6","44.98"
"2015-09-24","44.91","48.17","45.13"
"2015-09-23","44.48","47.75","45.13"
"2015-09-22","45.83","49.08","45"
"2015-09-21","46.68","48.92","44.58"
"2015-09-18","44.68","47.47","45.99"
"2015-09-17","46.9","49.08","46.78"
"2015-09-16","47.15","49.75","44.08"
"2015-09-15","44.59","46.63","43.87"
"2015-09-14","44","46.37","45.47"
"2015-09-11","48.14","44.63","45.75"
"2015-09-10","45.92","48.89","45.75"
"2015-09-09","44.15","47.58","47.55"
"2015-09-08","45.94","49.52","45.93"
"2015-09-07","46.05","47.63","46.6"
"2015-09-04","46.05","49.61","47.19"
"2015-09-03","46.75","50.68","47.01"
"2015-09-02","46.25","50.5","46.16"
"2015-09-01","45.41","49.56","49.98"
"2015-08-31","49.2","54.15","48.72"
"2015-08-28","45.22","50.05","46.84"
"2015-08-27","42.56","47.56","43.57"
"2015-08-26","38.6","43.14","42.94"
"2015-08-25","39.31","43.21","42.66"
"2015-08-24","38.24","42.69","44.4"
"2015-08-21","40.45","45.46","46.23"
"2015-08-20","41.14","46.62","46.73"
"2015-08-19","40.8","47.16","48.27"
"2015-08-18","42.62","48.81","48.22"
"2015-08-17","41.87","48.74","48.53"
"2015-08-14","42.5","49.03","49.43"
"2015-08-13","42.23","49.22","49.87"
"2015-08-12","43.3","49.66","49.37"
"2015-08-11","43.08","49.18","50.59"
"2015-08-10","44.96","50.41","49.71"
"2015-08-07","43.87","48.61","49.71"
"2015-08-06","44.66","49.52","49.71"
"2015-08-05","45.15","49.59","50.09"
"2015-08-04","45.74","49.99","50.13"
"2015-08-03","45.17","49.52","51.11"
"2015-07-31","47.12","52.21","52.07"
"2015-07-30","48.52","53.31","52.53"
"2015-07-29","48.79","53.38","51.86"
"2015-07-28","47.98","53.3","51.85"
"2015-07-27","47.39","53.47","52.87"
"2015-07-24","48.14","54.62","53.45"
"2015-07-23","48.45","55.27","54.22"
"2015-07-22","49.19","56.13","55.03"
"2015-07-21","50.36","57.04","54.68"
"2015-07-20","50.15","56.65","55.4"
"2015-07-17","50.89","57.1","55.75"
"2015-07-16","50.91","57.51","55.75"
"2015-07-15","51.41","57.05","56.93"
"2015-07-14","53.04","58.51","56.25"
"2015-07-13","52.2","57.85","57.75"
"2015-07-10","52.74","58.73","58.19"
"2015-07-09","52.78","58.61","56.69"
"2015-07-08","51.65","57.05","54.98"
"2015-07-07","52.33","56.85","55.16"
"2015-07-06","52.53","56.54","57.93"
"2015-07-03","56.93","60.32","59.45"
"2015-07-02","56.93","62.07","59.51"
"2015-07-01","56.96","62.01","60.93"
"2015-06-30","59.47","63.59","59.56"
"2015-06-29","58.33","62.01","59.36"
"2015-06-26","59.63","63.26","60.01"
"2015-06-25","59.7","63.2","60.26"
"2015-06-24","60.27","63.49","61.09"
"2015-06-23","61.01","64.45","60.11"
"2015-06-22","59.68","63.34","59.82"
"2015-06-19","59.61","63.02","60.93"
"2015-06-18","60.45","64.26","60.98"
"2015-06-17","59.92","63.87","60.81"
"2015-06-16","59.97","63.7","60.46"
"2015-06-15","59.52","62.61","61.29"
"2015-06-12","59.96","63.87","62.42"
"2015-06-11","60.77","65.11","63.44"
"2015-06-10","61.43","65.7","62.66"
"2015-06-09","60.14","64.88","59.64"
"2015-06-08","58.14","62.69","60.23"
"2015-06-05","59.13","63.31","59.03"
"2015-06-04","58","62.03","60.71"
"2015-06-03","59.64","63.8","62.3"
"2015-06-02","61.26","65.49","62.49"
"2015-06-01","60.2","64.88","61.11"
"2015-05-29","60.3","65.56","61.11"
"2015-05-28","57.68","62.58","60.64"
"2015-05-27","57.51","62.06","62.11"
"2015-05-26","58.03","63.72","63.07"
"2015-05-25","59.72","65.52","62.98"
"2015-05-22","59.72","65.37","64.03"
"2015-05-21","60.72","66.54","62.68"
"2015-05-20","58.98","65.03","61.75"
"2015-05-19","57.26","64.02","62.79"
"2015-05-18","59.43","66.27","63.58"
"2015-05-15","59.69","66.81","63.49"
"2015-05-14","59.88","66.7","63.61"
"2015-05-13","60.5","66.81","64.21"
"2015-05-12","60.75","66.86","62.4"
"2015-05-11","59.25","64.91","62.84"
"2015-05-08","59.39","65.39","62.96"
"2015-05-07","58.94","65.54","65.06"
"2015-05-06","60.93","67.77","64.79"
"2015-05-05","60.4","67.52","63.28"
"2015-05-04","59.83","66.45","63.03"
"2015-05-01","59.15","66.46","62.69"
"2015-04-30","59.63","66.46","62.69"
"2015-04-29","58.58","65.84","61.62"
"2015-04-28","57.06","64.64","61.62"
"2015-04-27","56.99","64.83","62"
"2015-04-24","57.15","65.28","61.43"
"2015-04-23","57.74","64.85","58.6"
"2015-04-22","56.16","62.73","58.03"
"2015-04-21","56.61","62.08","59.25"
"2015-04-20","56.38","63.45","59.34"
"2015-04-17","55.74","63.45","59.21"
"2015-04-16","56.71","63.98","58.66"
"2015-04-15","56.39","60.32","56.82"
"2015-04-14","53.29","58.43","56.32"
"2015-04-13","51.91","57.93","56.58"
"2015-04-10","51.64","57.87","54.28"
"2015-04-09","50.79","56.57","53.31"
"2015-04-08","50.42","55.55","55.92"
"2015-04-07","53.98","59.1","55.01"
"2015-04-06","52.14","58.12","53.95"
"2015-04-02","49.14","54.95","54.63"
"2015-04-01","50.09","57.1","52.83"
"2015-03-31","47.6","55.11","53.84"
"2015-03-30","48.68","56.29","53.95"
"2015-03-27","48.87","56.41","56.37"
"2015-03-26","51.43","59.19","53.99"
"2015-03-25","49.21","56.48","52.69"
"2015-03-24","47.51","55.11","53.4"
"2015-03-23","47.45","55.92","52.87"
"2015-03-20","45.72","55.32","52.06"
"2015-03-19","43.96","54.43","53.4"
"2015-03-18","44.66","55.91","51.24"
"2015-03-17","43.46","53.51","51.64"
"2015-03-16","43.88","53.44","52.75"
"2015-03-13","44.84","54.67","54.96"
"2015-03-12","47.05","57.08","55.4"
"2015-03-11","48.17","57.54","53.5"
"2015-03-10","48.29","56.39","55.48"
"2015-03-09","50","58.53","56.58"
"2015-03-06","49.61","59.73","57.26"
"2015-03-05","50.76","60.48","57.35"
"2015-03-04","51.53","60.55","57.8"
"2015-03-03","50.52","61.02","57.15"
"2015-03-02","49.59","59.54","59.58"
"2015-02-27","49.76","62.58","57.39"
"2015-02-26","48.17","60.05","58.42"
"2015-02-25","50.99","61.63","55.84"
"2015-02-24","49.28","58.66","56.06"
"2015-02-23","49.45","58.9","57.29"
"2015-02-20","50.81","60.22","59.32"
"2015-02-19","51.16","60.21","59.32"
"2015-02-18","52.14","60.53","59.32"
"2015-02-17","53.53","62.53","58.89"
"2015-02-16","52.78","61.4","58.83"
"2015-02-13","52.78","61.52","57.7"
"2015-02-12","51.21","57.05","54.75"
"2015-02-12","51.21","57.05","54.75"
"2015-02-11","48.84","54.66","54.91"
"2015-02-10","50.02","56.43","55.83"
"2015-02-09","52.86","58.34","55.37"
"2015-02-06","51.69","57.8","54.23"
"2015-02-05","50.48","56.57","51.41"
"2015-02-04","45.48","54.16","54.72"
"2015-02-03","53.05","57.91","52.62"
"2015-02-02","49.57","54.75","48.81"
"2015-01-30","48.24","52.99","45.59"
"2015-01-29","44.53","49.13","44.63"
"2015-01-28","44.45","48.47","44.83"
"2015-01-27","46.23","49.6","43.63"
"2015-01-26","45.15","48.16","44.15"
"2015-01-23","45.59","48.79","44.42"
"2015-01-22","48.31","48.52","44.65"
"2015-01-21","47.78","49.03","44.75"
"2015-01-20","46.39","47.99","44.82"
"2015-01-19","46.39","47.99","44.82"
